OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,TotalPrice,OrderMonth,OrderDayOfWeek,IsWeekendOrder,CouponUsed,CartFillRatio,CustomerOrderCount,IsRepeatCustomer,Quantity_was_outlier,UnitPrice_was_outlier,ItemsInCart_was_outlier,TotalPrice_was_outlier,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_FREESHIP,CouponCode_NoCoupon,CouponCode_SAVE10,CouponCode_WINTER15
ORD200000,2023-01-04,C72649,1.4599927111375337,1.0868224981398293,928 Main St,TRK37947903,0.6641729724549916,2.1982218088297683,-1.4942119743585196,-0.5188694576358462,0,1,0.5370222774638265,-0.13665914371885035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ORD200001,2024-08-23,C75739,-0.6722481651688036,-1.0404260837596455,823 Main St,TRK91186779,-1.0894190340268348,-0.9173544302403613,0.5997787804982646,0.46866955769011015,0,1,0.3488357536456765,-0.13665914371885035,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ORD200002,2024-02-27,C81728,1.4599927111375337,0.9856529970472739,512 Main St,TRK42903982,1.1025709740754481,2.0764279917676247,-1.1950704379504076,-1.0126389652988244,0,1,0.18066907278690375,-0.13665914371885035,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
ORD200003,2023-10-15,C33540,-1.3829951239375826,-0.4222469456895903,275 Main St,TRK62788070,-0.2126230307859216,-0.9534039341671805,1.1980618533144887,1.4562085730160665,1,1,-1.5210175787601996,-0.13665914371885035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ORD200004,2025-05-08,C81840,0.7492457523687547,1.367854527503752,668 Main St,TRK29241424,1.1025709740754481,1.7718090727845128,-0.29764582872607154,-0.025099949972868033,0,1,-0.31982700119753843,-0.13665914371885035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ORD200005,2023-10-23,C37249,-0.6722481651688036,-0.5609110612793359,934 Main St,TRK72976927,-0.6510210324063782,-0.6864470350439075,1.1980618533144887,-1.5064084729618026,0,1,-0.31982700119753843,-0.13665914371885035,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ORD200006,2025-06-17,C83492,-1.3829951239375826,1.562735196358568,986 Main St,TRK96417362,0.22577497083453502,-0.4754762004738749,0.0014957076820405282,-1.0126389652988244,0,1,-1.6531485422920922,-0.13665914371885035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ORD200007,2023-05-12,C41460,1.4599927111375337,-1.0495587368171477,706 Main St,TRK78809193,1.5409689756959049,-0.37368002418713003,-0.29764582872607154,0.46866955769011015,0,1,-0.09560476005250813,-0.13665914371885035,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ORD200008,2025-04-02,C26817,-0.6722481651688036,-1.127034076921627,904 Main St,TRK61042692,-1.5278170356472913,-0.959059955962544,-0.5967873651341835,-0.5188694576358462,0,0,1.6821572947402303,-0.13665914371885035,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ORD200009,2023-11-21,C31946,0.7492457523687547,0.7761093463390234,102 Main St,TRK33478363,0.22577497083453502,1.2019068507601258,1.4972033897226007,-1.0126389652988244,0,1,0.3488357536456765,-0.13665914371885035,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ORD200010,2023-12-29,C43443,1.4599927111375337,1.3676515796580297,333 Main St,TRK98859248,1.5409689756959049,2.536300433423032,1.7963449261307127,0.46866955769011015,0,1,-0.09560476005250813,-0.13665914371885035,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
